fish_name,sex.x,detour_trial_1_prop_time_in_social_reward_following_solution,detour_trial_1_date_of_trial,detour_trial_1_time_of_trial,detour_trial_1_did_fish_solve_barrier_problem,detour_trial_1_did_fish_solve_full_social_problem,detour_trial_1_full_problem_time_to_social_reward_minus_time_to_contact_barrier,detour_trial_1_barrier_problem_time_around_barrier_minus_time_to_contact_barrier,detour_trial_1_time_from_barrier_contact_minus_time_to_end_of_alley,time_to_barrier_contact_minus_start_time,scorer,shuttlebox_start_side,shuttlebox_average_distance_from_correct_stimulus_during_stimulus,shuttlebox_average_distance_from_correct_stimulus_during_gaps,shuttlebox_slope,shuttlebox_wilcox_test,binned_shuttlebox_slope,binned_shuttlebox_wilcox_test,shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,shuttlebox_average_proportion_of_time_on_correct_side_during_stimulus,shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,binned_shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,binned_shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,binned_shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,did_fish_solve_shuttlebox.x,binned_did_fish_solve_shuttlebox.x,twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_stimulus,twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_gaps,twentythree_filtered_shuttlebox_slope,twentythree_filtered_shuttlebox_wilcox_test,twentythree_filtered_binned_shuttlebox_slope,twentythree_filtered_binned_shuttlebox_wilcox_test,twentythree_filtered_shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,twentythree_filtered_shuttlebox_average_proportion_of_time_on_correct_side_during_stimulus,twentythree_filtered_shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,twentythree_filtered_shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,twentythree_filtered_binned_shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,twentythree_filtered_binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,did_fish_solve_shuttlebox.y,binned_did_fish_solve_shuttlebox.y,sex.y,standard_length,order,average_prop_time_thigmo_T0_to_T29,average_prop_time_mirror_T0_to_T29,average_number_of_entries_T0_to_T29,average_number_of_entries_T30_to_T50,average_number_of_entries_full_4_minutes,average_reaction_time,average_performance_across_all_9_testing_trials_using_full_4_minutes_data,average_performance_across_all_9_testing_trials_using_T30_to_T50_data,total_number_of_testing_trials_using_full_4_minutes_data,total_number_of_testing_trials_using_T30_to_T50_data,number_of_trials_on_0.50_ratio_using_full_4_minutes_data,number_of_trials_on_0.67_ratio_using_full_4_minutes_data,number_of_trials_on_0.75_ratio_using_full_4_minutes_data,number_of_trials_on_0.50_ratio_using_T30_to_T50_data,number_of_trials_on_0.67_ratio_using_T30_to_T50_data,number_of_trials_on_0.75_ratio_using_T30_to_T50_data,median_performance_on_0.50_ratio_using_full_4_minutes_data,median_performance_on_0.67_ratio_using_full_4_minutes_data,median_performance_on_0.75_ratio_using_full_4_minutes_data,median_performance_on_0.50_ratio_using_T30_to_T50_data,median_performance_on_0.67_ratio_using_T30_to_T50_data,median_performance_on_0.75_ratio_using_T30_to_T50_data,number_of_medians_above_60_using_full_4_minutes_data,number_of_medians_above_60_using_T30_to_T50_data,shapiro_wilk_test_p_value_using_full_4_minutes_data,was_average_performance_significantly_different_from_0.5_full_4_minutes_p_value_of_either_t_test_or_wilcox,shapiro_wilk_test_p_value_using_T30_to_T50_data,was_average_performance_significantly_different_from_0.5_T30_to_T50_p_value_of_either_t_test_or_wilcox,learning_category_according_to_etheredge_T30_to_T50,learning_category_according_to_etheredge_full_4_minutes,did_fish_have_a_median_above_60,did_fish_have_at_least_two_medians_above_60,average_latency_to_enter_correct_side,average_latency_to_enter_incorrect_side,average_latency_to_enter_correct_side_filtered_just_correct_choice,proportion_of_correct_first_choices,number_of_trials_in_a_row_greater_than_60_percent_full_4_minutes,number_of_trials_in_a_row_greater_than_60_percent_T30_to_T50,number_of_trials_in_a_row_correct_choice_first,mean_of_median_performance_on_each_ratio_full_four_minutes_data,mean_of_median_performance_on_each_ratio_T30_to_T50_data
wildflower,F,1,12_13_2017,10:41,1,1,494,487,5,40,KW,L,605.1,605.1532710280374,-0.7953989774978454,0.09056494924059759,-0.07502093397749286,0.09056494924059759,0.5333333333333333,0.5333333333333333,-0.0013348164627363806,-0.007563959955506123,0.5299319727891156,0.5333333333333333,-0.0058956916099773505,-0.024242424242424246,0,0,574.0869565217391,625.5531400966183,4.434398331137458,0.5372438042056554,14.58322665983954,0.5372438042056554,0.5217391304347826,0.5652173913043478,-0.006916996047430838,-0.005928853754940727,0.5208333333333333,0.5625,-0.01785714285714281,-0.021825396825396796,0,0,F,2710,NSD,0.30075095785440614,0.19624137931034483,2.7777777777777777,2.5555555555555554,23.555555555555557,20.833333333333332,0.3609409035190732,0.2739884393063584,8,5,3,3,3,1,2,3,0.3544176706827311,0.29377468497272896,0.3293584886774328,0.369942196531792,0.5,0,0,0,0.5253087550153003,0.22021012631919012,0.025847559304012,0.6567212865637704,non,non,0,0,103.31666666666666,56.99166666666667,103.31666666666666,0,1,1,0,0.3258502814442976,0.289980732177264
gendry,M,NA,10_31_2017,2:40,1,0,NA,5,4,295,DH,L,551.775,626.2565543071161,4.300984487151127,0.3028975638070487,12.402363679976297,0.3028975638070487,0.5018518518518519,0.5833333333333334,-0.0049314052651093865,-0.005672969966629595,0.5052532123960696,0.5833333333333333,-0.012173893126274088,-0.019191919191919208,0,0,544.8804347826087,607.5060532687652,3.3530247110888958,0.21876949450524916,9.820312107983263,0.21876949450524916,0.5241545893719807,0.5869565217391305,-0.003348704435660957,-0.011363636363636383,0.5231481481481481,0.5833333333333333,-0.009259259259259226,-0.035714285714285705,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gabriel,M,NA,9_6_2017,1:22,1,0,NA,10,5,14,DH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,2050,DSN,0.06776436781609194,0.505080459770115,4.166666666666667,6,54.5,6.737500000000002,0.5917746343180567,0.5593344217982923,6,6,3,1,2,3,1,2,0.5649674204676122,0.7140486980566864,0.5709249121607773,0.10336538461538422,1,0.6263205730871846,1,2,0.8667000237146567,0.16637842211630044,0.2936597216981074,0.7490842427053411,low,low,1,1,11.192600000000002,42.4674,11.192600000000002,0.5,2,1,1,0.6166470102283587,0.5765619859008563
gretchen,F,NA,10_17_2017,9:24,1,0,NA,17,6,18,DH,R,747.3916666666667,605.7682242990654,7.219671423318228,0.011380249136005896,23.700077294685855,0.011380249136005896,0.532051282051282,0.375,-0.005785155395833926,0.012291434927697444,0.5321239606953893,0.375,-0.019514876657733805,0.03787878787878787,1,1,752.8695652173913,588.7149758454107,8.301767676767684,6.465650023313679e-4,28.796637651476377,6.465650023313679e-4,0.5458937198067633,0.3695652173913043,-0.006532718489240237,0.025691699604743073,0.5439814814814815,0.375,-0.022707231040564362,0.07341269841269842,1,1,F,2879,NDS,0.17637547892720307,0.41888888888888887,6.333333333333333,6.777777777777778,108.44444444444444,2.205555555555555,0.5798771221679269,0.5556768558951964,9,8,2,3,3,2,3,2,0.6842313787638669,1,0.2113526570048309,0.7227074235807857,1,0.5,2,2,0.030314825143480034,0.546493595406582,0.005711008775698185,0.8210975835519595,low,low,1,1,39.69285714285714,18.1098,39.69285714285714,0.3333333333333333,2,3,1,0.6318613452562326,0.7409024745269286
wendy,F,NA,8_31_2017,12:07,1,0,NA,20,4,5,DH,R,639.5166666666667,646.7644859813084,-2.3480288957688367,0.6425824879317683,-6.207561996779382,0.6425824879317683,0.4821937321937322,0.49166666666666664,0.001522109086069043,-5.5617352614014884e-5,0.48488284202569915,0.49166666666666664,0.005446757827710208,0.0015151515151515104,0,0,623.3260869565217,665.6642512077294,0.125768555116376,0.2165511610192841,-2.4258405871308915,0.2165511610192841,0.463768115942029,0.5108695652173914,-0.0012626262626262664,0.005434782608695643,0.4652777777777778,0.5104166666666666,6.613756613756633e-4,0.012896825396825419,0,0,F,3437,NSD,0.23418007662835252,0.329272030651341,7.333333333333333,10.11111111111111,94.55555555555556,2.566666666666667,0.49369367024178457,0.5337161814632942,9,9,3,3,3,3,3,3,0.6112499999999996,0.44186888808402736,0.3373246664385904,0.7338582677165353,0.6600000000000001,0.2804878048780489,1,2,0.06515107463068219,0.9190679644104038,0.25645194014304007,0.6636585138945696,low,low,1,1,3.9874999999999994,5.7178571428571425,3.9874999999999994,0.5,2,2,3,0.4634811848408725,0.5581153575315281
gilly,F,NA,10_31_2017,1:06,1,0,NA,36,9,414,DH,L,745.025,667.8635514018691,-2.3279069546753846,0.052237650365416374,-7.027096081588802,0.052237650365416374,0.4598290598290598,0.36666666666666664,0.001964195735052236,0.01090100111234705,0.4600907029478458,0.36666666666666664,0.005840720126434396,0.03333333333333335,0,0,784.0434782608696,682.3405797101449,0.9018445322793255,0.017118805434250407,2.821492575524815,0.017118805434250407,0.4420289855072464,0.31521739130434784,-0.002744839701361451,0.005187747035573119,0.4398148148148148,0.32291666666666663,-0.00970017636684302,0.020833333333333346,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
wes,M,NA,10_17_2017,10:29,1,0,NA,285,15,97,DH,L,698.7583333333333,675.229906542056,-4.117102594213707,0.22868320071607479,-11.814529253891505,0.22868320071607479,0.4685185185185185,0.45,0.005401062909405501,0.007119021134593998,0.4651171579743008,0.45,0.013745161364208948,0.022222222222222206,0,0,692.1739130434783,700.4565217391304,-0.7877689942907324,0.009075148848189244,-2.389571599249034,0.009075148848189244,0.43719806763285024,0.45652173913043476,0.0013175230566534915,0.016798418972332016,0.4398148148148148,0.4583333333333333,0.005291005291005289,0.0476190476190476,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
watson,M,NA,9_13_2017,12:06,0,0,NA,NA,28,33,DH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,1968,DNS,0.12693965517241376,0.19114224137931035,4.375,4.5,32.375,13.6425,0.44566332182800933,0.43201647193976944,8,8,3,3,2,3,3,2,0.271018593371059,0.5554896142433235,0.44530892882336304,0,1,0.1527724021273239,0,1,0.4247106210708153,0.5831368486567914,0.12429478504790943,0.6590640627067738,low,non,1,0,14.733,27.59,14.733,0.5,2,1,1,0.42393904547924854,0.38425746737577465
gina,F,NA,9_13_2017,11:10,0,0,NA,NA,5,10,DH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F,2687,DNS,0.2641992337164751,0.331,5.777777777777778,4.555555555555555,55.111111111111114,3.7243333333333326,0.5345077365698145,0.4000356956239309,9,8,3,3,3,3,3,2,0.8803087209542285,0.6056711201307848,0.5336153051689373,0,0.07501083971672186,0.5626373626373625,2,0,0.24513004845176012,0.7669476597097331,0.0019311912804944142,0.8835658386254671,non,low,0,0,50.29116666666667,42.492,50.29116666666667,0.5,3,3,2,0.6731983820846502,0.2125494007846948
gail,F,NA,8_31_2017,11:10,0,0,NA,NA,8,12,DH,R,609.4416666666667,589.196261682243,-6.350859162781832,0.010774364263331896,-18.090428341384733,0.010774364263331896,0.5537037037037037,0.525,0.005153874675565438,0.003058954393770863,0.5571050642479214,0.525,0.016557868938821312,0.008585858585858573,1,1,636.8804347826087,569.6859903381643,-20.675505050505034,4.4642541348286494e-4,-58.85961768219833,4.4642541348286494e-4,0.5797101449275363,0.4891304347826087,0.02113526570048308,-0.004446640316205535,0.5844907407407407,0.484375,0.05720899470899473,-0.016369047619047578,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gemma,F,NA,12_13_2017,12:18,0,0,NA,NA,1,13,KW,L,654.75,625.4168224299066,-0.5441265435393945,0.22943719161765672,-3.006366076221166,0.22943719161765672,0.5333333333333333,0.5333333333333333,-0.0013348164627363806,-0.007563959955506123,0.5299319727891156,0.5333333333333333,-0.0058956916099773505,-0.024242424242424246,0,0,651.3695652173913,644.6135265700483,5.417380324989021,0.7353226647302065,15.217357910906262,0.7353226647302065,0.5217391304347826,0.5652173913043478,-0.006916996047430838,-0.005928853754940727,0.5208333333333333,0.5625,-0.01785714285714281,-0.021825396825396796,0,0,F,2823,NSD,0.035632183908045977,0.0568007662835249,2.6666666666666665,4.333333333333333,36.111111111111114,12.03888888888889,0.43452735202202486,0.42079682420169956,9,8,3,3,3,3,3,2,0.4261127596439169,0.4305804907241174,0.20684931506849316,0,0.22568093385213994,0.5,0,0,0.24334034629500295,0.6117679367174873,0.008706840098416364,0.7196107398947735,non,non,0,0,51.81,23.729166666666668,51.81,0,1,1,0,0.35451418847884253,0.24189364461737997
gordon,M,NA,12_13_2017,12:00,0,0,NA,NA,1,19,KW,L,656.3583333333333,627.2130841121495,0.38938614284187445,0.1318063859829987,0.003169082125586266,0.1318063859829987,0.5333333333333333,0.5333333333333333,-0.0013348164627363806,-0.007563959955506123,0.5299319727891156,0.5333333333333333,-0.0058956916099773505,-0.024242424242424246,0,0,660.804347826087,623.9710144927536,-0.2618028107158535,0.29658091492731814,-3.2684545144222357,0.29658091492731814,0.5217391304347826,0.5652173913043478,-0.006916996047430838,-0.005928853754940727,0.5208333333333333,0.5625,-0.01785714285714281,-0.021825396825396796,0,0,M,2156,NSD,0.39620689655172414,0.2227241379310345,5.222222222222222,3.6666666666666665,22.22222222222222,12.283555555555555,0.18069139441454982,0.3333333333333333,7,3,1,3,3,0,1,2,0.0380204042836323,0.1269951422623176,0,NA,1,0,0,1,0.010593674990106368,0.05024291912937796,0,0.7728299926844475,low,non,1,0,94.125,86.32514285714286,94.125,0.6666666666666666,1,1,2,0.055005182181983296,0.5
wahida,F,NA,12_3_2017,3:45,0,0,NA,NA,4,23,BW,L,663.3,634.6710280373832,-0.6346372015230652,0.8983357592733016,-0.335048845947375,0.8983357592733016,0.512962962962963,0.475,0.0011494252873563197,8.342602892102204e-4,0.5095616024187453,0.475,5.268100506194522e-5,5.050505050504974e-4,0,0,651.2065217391304,648.1062801932367,2.8130215195432626,0.3472694386262244,10.704919781532643,0.3472694386262244,0.49516908212560384,0.4891304347826087,-0.0035133948177426544,0.00666996047430829,0.49537037037037035,0.4895833333333333,-0.011022927689594317,0.012896825396825377,0,0,F,1535,SDN,0.1504022988505747,0.568639846743295,5.333333333333333,6.555555555555555,47.666666666666664,3.9138888888888888,0.271544319251127,0.44736405048875383,8,8,3,3,2,3,3,2,0.45445920303605297,0.06848802395209569,0.1476306196840823,0.7073170731707311,0,0.4357976653696498,0,1,0.03823246836309187,0.13952696844257642,0.007763569804689938,0.608247652417139,low,non,1,0,55.325,25.54,25.005000000000003,0.6666666666666666,1,2,1,0.22352594889074365,0.381038246180127
willis,M,NA,8_24_2017,2:25,0,0,NA,NA,3,22,DH,L,681.475,669.1532710280374,-4.836529660866157,0.1911993796854466,-13.037470746108394,0.1911993796854466,0.46296296296296297,0.45,0.004746014089729327,0.0012235817575083428,0.46636432350718066,0.44999999999999996,0.01487436725531963,0.005050505050505028,0,0,712.4565217391304,663.2995169082126,-12.11621651295564,0.3724965080754377,-31.90034562211971,0.3724965080754377,0.47342995169082125,0.41304347826086957,0.014108476064997802,-0.009881422924901198,0.47800925925925924,0.3958333333333333,0.03692680776014109,-0.0337301587301587,0,0,M,2235,SDN,0.07720306513409961,0.18,3.5555555555555554,4.222222222222222,26.88888888888889,32.61666666666667,0.232649123508876,0.14480711233978386,8,8,3,3,3,3,3,3,0.4764285714285714,0.015558698727015487,0.11240992794235394,0,0,0,0,0,0.02433433800009984,0.05747074469647431,5.870842036764304e-4,0.08070813375119286,non,non,0,0,67.275,5.787499999999999,67.275,0,1,1,0,0.20146573269931362,0
waldhurga,F,NA,10_10_2017,1:07,0,0,NA,NA,8,56,DH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F,3066,SND,0.33371647509578545,0.05986590038314177,2.5555555555555554,2.4444444444444446,18.555555555555557,14.630555555555556,0.41259204442701325,0.1963470319634703,9,6,3,3,3,2,2,2,0.4285209684670219,0.44810704960835496,0.3027586206896551,0.5,0,0.08904109589041093,0,0,0.6451568532689372,0.44360727160540814,4.580370978032415e-4,0.1824224394517357,non,non,0,0,63.875,72.102125,63.875,0.5,2,1,2,0.39312887958834397,0.1963470319634703
gibson,M,NA,12_13_2017,11:42,0,0,NA,NA,4,84,KW,L,626.6916666666667,631.3644859813085,2.396306655753617,0.4643619698358477,6.211330112721321,0.4643619698358477,0.5333333333333333,0.5333333333333333,-0.0013348164627363806,-0.007563959955506123,0.5299319727891156,0.5333333333333333,-0.0058956916099773505,-0.024242424242424246,0,0,593.5869565217391,628.7801932367149,3.486824769433456,0.6839665895982872,7.891726403823184,0.6839665895982872,0.5217391304347826,0.5652173913043478,-0.006916996047430838,-0.005928853754940727,0.5208333333333333,0.5625,-0.01785714285714281,-0.021825396825396796,0,0,M,2023,NSD,0.2502413793103448,0.4854214559386973,5.888888888888889,4.888888888888889,50,3.6821111111111104,0.3214310815760527,0.2562157606405394,8,6,3,2,3,2,1,3,0.5266666666666666,0.1996775679410413,0,0.7686472819216184,0,0,0,1,0.1537721438967483,0.18570792180274728,0.006840978047058498,0.2665205258050108,low,non,1,0,39.583,16.192142857142855,39.583,0.5,1,1,1,0.24211474486923598,0.25621576064053947
grant,M,NA,10_10_2017,2:09,0,0,NA,NA,3,107,DH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,F,NA,10_10_2017,12:45,0,0,NA,NA,7,131,DH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F,2868,SND,0.33876245210727973,0.16628352490421455,15.11111111111111,7.111111111111111,97.77777777777777,1.5283333333333333,0.4921498497267916,0.6780586730702488,9,9,3,3,3,3,3,3,0.5974594831362242,0.4218262694504137,0.4967339557884638,1,0.4007790845756236,1,0,2,0.5688024737557376,0.8517170880490149,0.02516289954483832,0.18462451562339968,low,non,1,1,17.58175,16.35611111111111,17.58175,0.5,1,3,2,0.5053399027917006,0.8002596948585412
willow,F,NA,8_31_2017,11:48,0,0,NA,NA,9,157,DH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
garrett,M,NA,9_6_2017,1:01,0,0,NA,NA,39,247,DH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
george,M,NA,8_31_2017,10:30,0,0,NA,NA,43,294,DH,R,642.5916666666667,602.7757009345794,-2.5207506257191374,0.14437834882269246,-10.161736983360125,0.14437834882269246,0.5314814814814814,0.5,0.0023853664565566613,-0.005895439377085657,0.5348828420256991,0.5,0.011844064225016614,-0.021212121212121213,0,0,664.7282608695652,575.5386473429952,-14.275856389986847,0.003931948669968491,-46.862924560505164,0.003931948669968491,0.5628019323671497,0.4782608695652174,0.015974967061923577,-0.020503952569169964,0.5798611111111112,0.4583333333333333,0.05809082892416225,-0.07341269841269837,1,1,M,2222,NSD,0.10057471264367816,0.12442528735632184,2.3333333333333335,3.111111111111111,26.11111111111111,9.702777777777778,0.4974310363413205,0.46997150091047424,9,9,3,3,3,3,3,3,0.28077416096954644,0.8544355946168636,0.5004376367614878,0,1,0.36833046471600683,1,1,0.2827154871869001,0.9828566660200055,0.005897970368718591,0.8029638744383367,low,low,1,0,30.017857142857142,40.8125,30.017857142857142,0.3333333333333333,2,2,1,0.5452157974492993,0.45611015490533563
whitney,F,NA,9_6_2017,3:11,0,0,NA,NA,5,283,DH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gabi,F,NA,9_13_2017,10:50,0,0,NA,NA,3,284,DH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F,3248,DNS,0.18208812260536397,0.24942528735632186,8.222222222222221,5.333333333333333,71.44444444444444,8.744444444444445,0.4527042927173649,0.39140369769017325,9,9,3,3,3,3,3,3,0.3236174885206627,0.5873799725651574,0.4104833219877467,0,0.10238907849829347,1,0,1,0.47208570344470296,0.3791944849834288,0.008941473303282647,0.46313073982173036,low,non,1,0,25.457142857142856,15.174999999999999,25.457142857142856,0.6,1,1,2,0.44049359435785557,0.36746302616609783
gavin,M,NA,9_6_2017,1:42,0,0,NA,NA,NA,NA,DH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,1992,DSN,0.14453448275862069,0.8208333333333333,2.6666666666666665,5.833333333333333,32.333333333333336,3.8040000000000003,0.45984590778030077,0,6,2,3,1,2,0,1,1,1,0.5015301750520259,0.12877263581488937,NA,0,0,1,0,0.16218157441337935,0.8384659109907322,NA,NA,non,low,0,0,97.5875,52.46475,97.5875,0,1,0,0,0.5434342702889717,0
wile,M,NA,12_13_2017,11:18,0,0,NA,NA,NA,NA,KW,R,621.4916666666667,655.5214953271028,1.5357522270856194,0.5536462973956633,4.796961889425613,0.5536462973956633,0.5,0.5,-0.0033370411568409424,0.003337041156840932,0.5034013605442177,0.5,-0.008245722531436838,0.0101010101010101,0,0,643.1630434782609,640.5024154589372,-1.273221343873514,0.9760916763891447,-2.0983956306537235,0.9760916763891447,0.5217391304347826,0.4782608695652174,-1.744978088308123e-17,-1.0469868529848738e-17,0.5208333333333333,0.47916666666666663,-0.001984126984126994,0.0019841269841270027,0,0,M,2236,NSD,0.092911877394636,0.727911877394636,3.6666666666666665,7.777777777777778,55.77777777777778,3.019444444444444,0.5128424786944414,0.5255555555555558,9,6,3,3,3,2,1,3,0.3764434180138572,0.5877712031558194,0.5990566037735849,0.5,1,0.5000000000000006,0,1,0.007103019293365086,0.359375,0.1943524878889278,0.8951588301056221,low,non,1,0,26.440624999999997,28.605555555555554,26.440624999999997,0.5,2,1,2,0.52109040831442055,0.6666666666666669
garfield,M,NA,10_31_2017,1:27,0,0,NA,NA,NA,NA,DH,L,674.1833333333333,663.4654205607477,-5.230419558022817,0.9124053272564777,-15.021359098228565,0.9124053272564777,0.4685185185185185,0.45,0.004535904090965276,0.013014460511679635,0.47248677248677245,0.44999999999999996,0.015295815295815302,0.04141414141414142,0,0,722.2717391304348,665.6256038647343,-10.2473649538867,0.8367319895826115,-27.674432497013147,0.8367319895826115,0.47101449275362317,0.40217391304347827,0.01092446201141853,0.013092885375494074,0.4722222222222222,0.40625,0.02733686067019401,0.04265873015873018,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
garrison,M,NA,10_10_2017,1:46,0,0,NA,NA,NA,NA,DH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,2160,SND,0.43984674329501916,0.43703448275862067,2,6.333333333333333,39.22222222222222,6.352777777777778,0.4792582637058709,0.3688902084917123,9,9,3,3,3,3,3,3,0.42070051160960237,0.35780496848350013,0.6315614617940198,0.4608695652173923,0.04255319148936162,0.40650406504065006,1,0,0.44469177390080183,0.7185483438821278,0.03136490382946421,0.33462680974788683,non,low,0,0,19.927666666666667,16.69475,19.927666666666667,0.5,1,1,3,0.4700223139623741,0.303308940582468
